V1,V2,Lonzo Ball,
Christian Leetka,"Shawnee, OK",Oklahoma,
"Frankie!""","Oklahoma City, OK",Oklahoma,
/tz.J`j`_,"Norman,OK ",Oklahoma,
Bryson Buckley,"Morris, OK",Oklahoma,
"RushaÂ©¨¹¦Â©â¨¹¦¬""Anadarko"," OK""",Oklahoma,
logan,"Oklahoma City, OK",Oklahoma,
Mandy,"Tulsa, OK",Oklahoma,
Kennedi Harris,"Stillwater, OK",Oklahoma,
Alex,"Tulsa, OK",Oklahoma,
Kyla Laurent,"Tulsa, OK",Oklahoma,
Dace Star(',"Seminole, OK",Oklahoma,
Zack,"Moore, OK",Oklahoma,
janae,"El Reno, OK",Oklahoma,
"SuperDuper Kailah Â©¨¹¦Â©â¨¹¦¬""Lawton"," OK""",Oklahoma,
Velma Haywood,Tulsa,Oklahoma,
KD Dahn,"Norman, OK",Oklahoma,
ItzCaponeFolkz,"Oklahoma City, OK",Oklahoma,
Trin,"Oklahoma City, OK",Oklahoma,
Yrnty23,"Oklahoma City, OK",Oklahoma,
Kaden Henley,"Lawton, OK",Oklahoma,
"carterÂ©¨¹¦Â©â¨¹¦Â©â¨¹¦Â©â¨¹¦¬""Oklahoma City"," OK""",Oklahoma,
Matt Grimes,"Ripley, OK",Oklahoma,
"RonÂ©¨¹¦Â©â¨¹¦¬""Moore"," OK""",Oklahoma,
Blaine Biswell,"Yukon, OK",Oklahoma,
J.Kilznite,"El Reno, OK",Oklahoma,
Jaylen Holiman,"Edmond, OK",Oklahoma,
KING FALCO,"Edmond, OK",Oklahoma,
Tennessee Mccartney,"Pawhuska, OK",Oklahoma,
kieran,"Purcell, OK",Oklahoma,
Abraham Almatasem,"Oklahoma City, OK",Oklahoma,
xxxtentacles,"Portland, OR",Oregon,
Tyson Smith,"Portland, OR",Oregon,
503Hicks,"Portland, OR",Oregon,
Elina,"Tigard, OR",Oregon,
Tony Bautista,"Portland, OR",Oregon,
Markwood,"Albany, OR",Oregon,
Jackson Muth,"Salem, OR",Oregon,
Dawn S.,"Portland, OR",Oregon,
Ty McKnight,"Portland, OR",Oregon,
Bruce Davis,"Oatfield, OR",Oregon,
Tim [LTC],"Salem, OR",Oregon,
"AnelaÂ©¨¹¦Â©â¨¹¦¬""Portland"," OR""",Oregon,
BrettOlsen,"Eugene, OR",Oregon,
BRVDY,"Philomath, OR",Oregon,
Josh Bryant,"Eugene, OR",Oregon,
Stuart Fewel,"Portland, OR",Oregon,
Cande anaya,"Portland, OR",Oregon,
Reilly Nickel,"Roseburg, OR",Oregon,
You,"Corvallis, OR",Oregon,
Dylan Graves,"Cottage Grove, OR",Oregon,
William Beede,"Eugene, OR",Oregon,
G¨¹¦Õ¨¹Z¨¹_M¨¹¦Á¨¹¦Î¨¹e&,"The Dalles, OR",Oregon,
Steve Brown,"Hermiston, OR",Oregon,
Truman Gregory,"Lake Oswego, OR",Oregon,
Kocaina,"Hayesville, OR",Oregon,
Jason Greenawald,"Newport, OR",Oregon,
marvjei,"Beaverton, OR",Oregon,
Teege,"Pendleton, OR",Oregon,
Hayden Divine,"Roseburg, OR",Oregon,
Dom Mendoza,"Eugene, OR",Oregon,
David Hammon,"Eagle Point, OR",Oregon,
Craig Alexander,Glasgow,Pennsylvania,
manny melendez,"Hollywood, California",Pennsylvania,
Uncle Fill Up Bank$,"Pittsburgh, PA",Pennsylvania,
Sean,"Philadelphia, PA",Pennsylvania,
Nick Ellington,"Taft, California",Pennsylvania,
D Mak,California,Pennsylvania,
Keirsten Knerr,"Pittsburgh, PA",Pennsylvania,
O.G. Snake,"Acres Homes, Houston",Pennsylvania,
Gannon,"Philadelphia, PA",Pennsylvania,
Spliffy Dre,"Indianapolis, Indiana",Pennsylvania,
A.J Walker,"Philadelphia, PA",Pennsylvania,
Alan Diaz,"Philadelphia, PA",Pennsylvania,
Fiorella,California ,Pennsylvania,
liveALOUD1,California,Pennsylvania,
Justin Salmasi,"Philadelphia, PA",Pennsylvania,
Andrei Gheorghe,"Philadelphia, PA",Pennsylvania,
Mike Wilner,"Philadelphia, PA",Pennsylvania,
Ivan Mack,"OST - South Union, Houston",Pennsylvania,
Eva Coleæº¢Óports Writeræº¢Åscritor de Deportes,"Hollywood, California",Pennsylvania,
Myles DuBose,Indiana,Pennsylvania,
Jake Lightcap,"Bally, PA",Pennsylvania,
nando,"Philadelphia, PA",Pennsylvania,
Jos Guadalupe Garca Rodrguez,"Yokut Territory, California",Pennsylvania,
Share my World,California,Pennsylvania,
Armando Gomez,"Guadalupe, California",Pennsylvania,
'FE,California ,Pennsylvania,
Theo Bryant,"Philadelphia, PA",Pennsylvania,
CB3,"Philadelphia, PA",Pennsylvania,
Chris Owens,"Lancaster, PA",Pennsylvania,
Ramiro camberos,"Los Angeles, California ",Pennsylvania,
IncentiVe,California,Pennsylvania,
Jeremy Highland,"York, PA",Pennsylvania,
Dakari Tyree Wooten,California,Pennsylvania,
Lucky M,California,Pennsylvania,
Victor_Rosado25,"Reading, PA",Pennsylvania,
Coach P.,"Philadelphia, PA",Pennsylvania,
Supremo,"Los Angeles, California",Pennsylvania,
"Jared!""","Reading, PA",Pennsylvania,
Dom,Pittsburgh,Pennsylvania,
Xavier,"Reading, PA",Pennsylvania,
Steph Strauss,"Pittsburgh, PA",Pennsylvania,
Devin Mack,"Gettysburg, PA",Pennsylvania,
Rocelyn,California,Pennsylvania,
c!,Mars,Pennsylvania,
Jonathan Shubin M.D.,"Long Beach, California",Pennsylvania,
Fazar Choudhury,California,Pennsylvania,
VintusVinny,Houston,Pennsylvania,
Nicx,"Los Angeles, California",Pennsylvania,
Lysssa,California,Pennsylvania,
bridge,Venus,Pennsylvania,
Matt Farless,Hendersonville ,Pennsylvania,
Jeff Miller,"Hermosa Beach, California",Pennsylvania,
RusticDauphin,"Philadelphia, PA",Pennsylvania,
PA Golf Association,"Broomall, PA",Pennsylvania,
Seth Hayes,"Beaver, PA",Pennsylvania,
Todd Burton,"Philadelphia, PA",Pennsylvania,
The Zeiger Firm,"Philadelphia, PA",Pennsylvania,
Anthony Lascio,"Prospect Park, PA",Pennsylvania,
Dominick Abate,"Mt. Pleasant Mills, PA",Pennsylvania,
"mGrnd @'  a&Â©¨¹¦Â©â¨¹¦¬""Ohiopyle"," PA""",Pennsylvania,
Marc Jacob,"Philadelphia, PA",Pennsylvania,
Cameron Bradley,"Verona, PA",Pennsylvania,
Yung$ta,Bessemer,Pennsylvania,
Harrison J. Romero,"Erie, PA",Pennsylvania,
Shelbie Dillow,Indiana,Pennsylvania,
Chase Almodovar,"Saylorsburg, PA",Pennsylvania,
Bryce Young,"Rochester,PA",Pennsylvania,
jen,Houston,Pennsylvania,
rell ligon,"Philadelphia, PA",Pennsylvania,
Alex Sandoval,"Pittsburgh, PA",Pennsylvania,
Matthew White,"Kingston, PA",Pennsylvania,
KPRWEB1102,"Erie, PA",Pennsylvania,
Matt B,"Erie, PA",Pennsylvania,
Elvir Aljic 251,"Erie, PA",Pennsylvania,
I'm jusME'10ToesDown,"West$ide , California",Pennsylvania,
Nicholas Lantz,"Philadelphia, PA",Pennsylvania,
"ARÂ©¨¹¦Â©â¨¹¦¬""Wilkes-Barre"," PA""",Pennsylvania,
cubs fan,California,Pennsylvania,
Roadside Entrepreneur,Houston,Pennsylvania,
Matt Balahadia,"$D, California",Pennsylvania,
John Madden,"Philadelphia, PA",Pennsylvania,
Jon,"Philadelphia, PA",Pennsylvania,
Nick,"Conshohocken, PA",Pennsylvania,
Gary W,PA,Pennsylvania,
Boyd Marston,"Philadelphia, PA",Pennsylvania,
Robert Boam,"Pittsburgh, PA",Pennsylvania,
brett gott,"Levittown, PA",Pennsylvania,
Thea Cohen,"Calabasas, California",Pennsylvania,
"XianÂ©¨¹¦Â©â¨¹¦¬""Los Angeles"," California""",Pennsylvania,
Sean Schaffer,"Emmaus, PA",Pennsylvania,
Jalen Achilles,"Pittsburgh, PA",Pennsylvania,
mysticole blair,Dallas,Pennsylvania,
Jorge E Cardenas,"New Oxford, PA",Pennsylvania,
J-moe,Reno,Pennsylvania,
Meagan Peterson,"Langhorne, PA",Pennsylvania,
GEE_90.1FM  DOUBLEGSHOW ,"Philadelphia, PA",Pennsylvania,
Haze,"West Chester, PA",Pennsylvania,
Rick Jordan III,"Camp Hill, PA",Pennsylvania,
Quin,Houston,Pennsylvania,
Laurent Rivard,"Philadelphia, PA",Pennsylvania,
Alhussein Turay,"Fresno, California",Pennsylvania,
Erik Ricardo,Dallas,Pennsylvania,
Taylor DiLisi,"Philadelphia, PA",Pennsylvania,
MAGA,"Pittsburgh, PA",Pennsylvania,
Sheebz3254,"Pittsburgh, PA",Pennsylvania,
ShaVonne Zhane',"Indiana,Houston",Pennsylvania,
Chim Olisemeka,"Philadelphia,PA",Pennsylvania,
Kwentin Malveaux,Houston ,Pennsylvania,
Chris O'Brien,"Philadelphia, PA",Pennsylvania,
kacey beatrice,"Philadelphia, PA",Pennsylvania,
Daniel Lynch,"Pittsburgh, PA",Pennsylvania,
Danny Verplank,"Pittsburgh, PA",Pennsylvania,
Shawn,"Pittsburgh, PA",Pennsylvania,
Lynne Minter,PA,Pennsylvania,
Ivn Jimenez,"Watsonville,California",Pennsylvania,
Richie Farley (4-6),"San Diego, California",Pennsylvania,
Jared.,"West Covina, California",Pennsylvania,
Mikey,"Erie, PA",Pennsylvania,
tay.,"Pismo Beach, California",Pennsylvania,
Shoulda All In,"Philadelphia, PA",Pennsylvania,
'Jett Kelly',"Lawrence Park  Erie,PA",Pennsylvania,
OSS Pedro Torres,California ,Pennsylvania,
-'Trey-',Indiana ,Pennsylvania,
Jordan Rivera,"Washington, PA",Pennsylvania,
Xavier S,"Philadelphia, PA",Pennsylvania,
Michael Hayes,"Pittsburgh, PA",Pennsylvania,
Bashir Nurid-din,"Philadelphia, PA",Pennsylvania,
Kaitlyn Keeley,"Alburtis, PA",Pennsylvania,
Wyatt Horn,Dallas,Pennsylvania,
JasonRobertDowneyJr,"Philadelphia, PA",Pennsylvania,
TmanTitan,"Pittsburgh, PA",Pennsylvania,
Booty Fertilizer,"Punxsutawney, PA",Pennsylvania,
Jimmy ,"Pittsburgh, PA",Pennsylvania,
Adam Linnert,"York, PA",Pennsylvania,
meghan dryburgh,"Pittsburgh, PA",Pennsylvania,
edrock,"Reading, PA",Pennsylvania,
Brock Cramer,"Brockway, PA",Pennsylvania,
Ev,"Pendleton, Indiana",Pennsylvania,
FW,Indiana ,Pennsylvania,
Edward Lopez,"Philadelphia, PA",Pennsylvania,
U&,"Elizabethtown, PA",Pennsylvania,
Brady Andrewsky,"Mahanoy City, PA",Pennsylvania,
Matias Clara,California ,Pennsylvania,
Kelly,Dallas,Pennsylvania,
MIGO,"Mars, PA",Pennsylvania,
"Â©¨¹¦Â©â¨¹¦Â©â¨¹¦Â©â¨¹¦Â©â¨¹¦Â©â¨¹¦Â©â¨¹¦Â©â¨¹¦Â©â¨¹¦Â©â¨¹¦¬""Parkside"," PA""",Pennsylvania,
TiGER SMiTH,"Pittsburgh, PA",Pennsylvania,
Pete,Southwest,Pennsylvania,
michael lamb,"Bedford, PA",Pennsylvania,
Ross Turetsky,"Scranton, PA",Pennsylvania,
Johnadanso,Paradise,Pennsylvania,
Nomad Images LLC,California ,Pennsylvania,
Trevor Howard,Reno,Pennsylvania,
yntxdoa,Florida,Puerto Rico,
MS. POOKIE,"Miami, Florida",Puerto Rico,
Da Prince,"Brandon, Florida",Puerto Rico,
CocoPattillo,San Antonio,Puerto Rico,
Tavares Jackson,"Miami, Florida",Puerto Rico,
James Parker,"Orlando, Florida",Puerto Rico,
STR8-_-Whites,"Tampa,Florida",Puerto Rico,
ryllie,Florida,Puerto Rico,
Chase Springs r0," West Palm Beach,Florida",Puerto Rico,
Stinley Marius,"Lake Worth, Florida",Puerto Rico,
"TeeÂ©¨¹¦Â©â¨¹¦Â©â¨¹¦Â©â¨¹¦¬""Jacksonville"," Florida""",Puerto Rico,
Haylee Monroe,Florida,Puerto Rico,
Ezell Gordon Jr,Florida,Puerto Rico,
jerrilyn,"Southwest, San Antonio",Puerto Rico,
Ms.VRamirez,San Antonio,Puerto Rico,
MTU JAX,"Jacksonville, Florida",Puerto Rico,
Kardo,Portsmouth,Rhode Island,
Stephen GrandPre,"Cheyenne, Wyoming",Rhode Island,
J Gold,Oakland,Rhode Island,
Joseph M Lison,Wyoming,Rhode Island,
Shannon Moran,"North Smithfield, RI",Rhode island,
"Brendyn Â©¨¹¦Â©â¨¹¦¬""North Smithfield"," RI""",Rhode island,
Jade Alexa,"Providence, RI",Rhode island,
Ryan Fogell,"Coventry, RI",Rhode island,
Dylan Araujo,"Bristol, RI",Rhode island,
Cassie Nettles,"McBee,SC",South carolina,
Ryan,"Greenville, SC",South carolina,
KOBE IS THE GOAT,"Rock Hill, SC",South carolina,
Noah Collins,"Conway, SC",South carolina,
Cesar Rubio,"Piedmont, SC",South carolina,
Aaron Greenberg.,"Columbia, SC",South carolina,
Mrs. S. L. Billups,"Columbia, SC",South carolina,
"dontavisÂ©¨¹¦Â©â¨¹¦¬""Mcbee "," SC""",South carolina,
O'Bryan Norris,"Gaffney, SC",South carolina,
Erica,SC,South carolina,
Ryan Jennings,"Greenville,SC",South carolina,
Jarrod Lien,"Hilton Head Island, SC",South carolina,
Tyler Gadson,"Hopkins, SC",South carolina,
Ryan,"Fort Mill, SC",South carolina,
"Leola Â©¨¹¦Â©â¨¹¦¬""Batesburg"," SC""",South carolina,
Zoey,"North Augusta, SC",South carolina,
=0¢årcari,"Myrtle Beach, SC",South carolina,
Austin Rentzel,"St Stephen, SC",South carolina,
JAYOH,"Charleston, SC",South carolina,
Michael Boyle,"Aiken, SC",South carolina,
"BelleÂ©¨¹¦Â©â¨¹¦Â©â¨¹¦Â©â¨¹¦¬""Spartanburg"," SC""",South carolina,
Greyson Frye,"Anderson, SC",South carolina,
Raleigh Phillips IV,"Hilton Head Island, SC ",South carolina,
CasketSharpClothing,SC,South carolina,
Jalen Regalado,"Myrtle Beach, SC",South carolina,
grace,"Black Hills, SD",South dakota,
Brooke Logan Woods,"Spearfish, SD",South dakota,
Tim . D,"YANKTON,SD",South dakota,
Joshua David Brooks,"Sioux Falls, SD",South dakota,
Rach(',"Nashville, TN",Tennessee,
twangcow,"Nashville, TN",Tennessee,
DEXTER RIPPER,"Trenton, TN",Tennessee,
Lexii love,"Memphis, TN",Tennessee,
Tyrus Moore,"Memphis, TN",Tennessee,
Austin Tyler Mchenry,"Lebanon,TN",Tennessee,
SWERVO,"Nashville, TN",Tennessee,
Natalia Hewlett,"Memphis, TN",Tennessee,
Karson Cohen,Humboldt,Tennessee,
Brian Young,"Knoxville, TN",Tennessee,
SPC Hampton,"Memphis, TN",Tennessee,
Nk,"Memphis, TN",Tennessee,
"D A E D A E Â©¨¹¦Â©â¨¹¦Â©â¨¹¦Â©â¨¹¦Â©â¨¹¦Â©â¨¹¦¬""Memphis"," TN""",Tennessee,
doc,"Memphis, TN",Tennessee,
Rick Galindo,"Chattanooga, TN",Tennessee,
Jaylen Micheal Smith,"Memphis, TN",Tennessee,
Ty,"Medina, TN",Tennessee,
Melissa Willie,"Memphis, TN",Tennessee,
"Hey young rod Â©¨¹¦Â©â¨¹¦Â©â¨¹¦Â©â¨¹¦¬""Memphis"," TN""",Tennessee,
Austin Shirey,"Chattanooga, TN",Tennessee,
Michael Magochy,"Franklin, TN",Tennessee,
Dannie Rollins,"Jackson, TN",Tennessee,
Dana Davis e&,"Memphis, TN",Tennessee,
.zackk,"Clarksville, TN",Tennessee,
Lady Highlanders,"Huntsville, TN",Tennessee,
Gabe,"Smyrna, TN",Tennessee,
ryancasimier,"Columbia, TN",Tennessee,
Gerrie Walters,"Memphis, TN",Tennessee,
Tanner Scronce,"Paris, TN",Tennessee,
Kenny Love,"Nashville, TN",Tennessee,
Jovany,"Cleveland, TN",Tennessee,
Dank White,Chattanooga,Tennessee,
KingHardin,"Springfield, TN",Tennessee,
Ole Dusty Downer,"Halls Cross Roads, TN",Tennessee,
2kDuncÂ©¨¹¦Â©â¨¹¦®..Cuurvee&,"Athens, TN",Tennessee,
Jake,"Johnson City, TN",Tennessee,
Jessie Matthews,"White Pine, TN",Tennessee,
Austin Ryan Campbell,"Milan, TN",Tennessee,
Michael Haas,TN ,Tennessee,
madilynne cernuto,"Mount Juliet, TN",Tennessee,
Torrey Armstrong,"Covington,TN",Tennessee,
Jayson Smith,"Sevierville, TN",Tennessee,
Jonathan,"Memphis, TN",Tennessee,
Chris Tyler,"Knoxville, TN",Tennessee,
Precious K. Brown,"Knoxville, TN",Tennessee,
"Brannon AyersÂ©¨¹¦Â©â¨¹¦¬""Columbia"," TN""",Tennessee,
Jackson DeJarnette,"Columbia, TN",Tennessee,
"Â©¨¹¦Â©â¨¹¦Â©â¨¹¦Â©â¨¹¦Â©â¨¹¦Â©â¨¹¦Â©â¨¹¦Â©â¨¹¦¬""Irving"," TX""",Texas,
Zachary Lumpkin,"Lufkin, TX",Texas,
Casanova,"San Antonio, TX",Texas,
ashley rodriguez,"George West, TX",Texas,
Izzy,"Fort Worth, TX",Texas,
Jonathan Thomas,"Highland Village, TX",Texas,
The Other Life & Death Of,"Houston, TX",Texas,
Dongjin Seo,"Keller, TX",Texas,
cailyn,"Shallowater, TX",Texas,
Prettyboynolan,"Lewisville, TX",Texas,
Makayla Mensah,"Hurst, TX",Texas,
Ekammmm,"Houston, TX ",Texas,
"CEO In TrainingÂ©¨¹¦Â©â¨¹¦Â©â¨¹¦Â©â¨¹¦¬""Killeen"," TX""",Texas,
alejandro,"Corpus Christi, TX",Texas,
Z.LucciD',"Denton, TX",Texas,
Marcitos,"Houston, TX",Texas,
"Adair MartinezÂ©¨¹¦Â©â¨¹¦Â©â¨¹¦Â©â¨¹¦¬""Weslaco"," TX""",Texas,
Deezys_SD,San Diego,Texas,
Brycen,"Gilmer, TX",Texas,
JT,"Vernal, UT",Texas,
shem castillo,"Dallas, TX",Texas,
Sukhraj Walia,"San Antonio, TX",Texas,
Chris Thomas,San Diego,Texas,
Reese Hudson,"Humble, TX",Texas,
Jose Vasconez,"Del Rio, TX",Texas,
Kelv,"San Angelo, TX",Texas,
Lucas Quintela,"Midland, TX",Texas,
Kendall Tolbert,"Houston, TX",Texas,
Jimmy Dean &,"San Marcos, TX",Texas,
"Â©¨¹¦Â©â¨¹¦ËemiÂ©¨¹¦Â©â¨¹¦¬""Missouri City"," TX""",Texas,
James,"Boerne, TX",Texas,
Kirk Smith,"El Paso, TX",Texas,
Tyler Smith,"Clearfield, UT",Texas,
bball_4life#22,"Houston, TX",Texas,
m.espinoza,"Houston, TX",Texas,
renata rodriguez,"Fort Worth, TX",Texas,
Fort Bend Tutoring,"Missouri City, TX",Texas,
Mikaela Culberson,"College Station, TX",Texas,
j,"West Virginia / Lubbock, TX",Texas,
Daniella,"Premont, TX",Texas,
Preston Taylor,"Dallas, TX",Texas,
Mitch James,"San Antonio, TX",Texas,
Amanda Tang,China,Texas,
"FreshT ""","Weatherford, TX",Texas,
valerie garza,"Corpus Christi, TX ",Texas,
"Big PermÂ©¨¹¦Â©â¨¹¦¬""COLDSPRING"," TX""",Texas,
Srijna Nandivada,"Dallas, TX",Texas,
JorgeRico,"Laredo, TX",Texas,
Giddeh Baldeh,"Richardson, TX",Texas,
¢ÄERICK,TX,Texas,
dee4six,"Dallas, TX",Texas,
Irvin Montoya,"Mission, TX",Texas,
Ahad Cheema,"Plano, TX",Texas,
Jordan,Earth,Texas,
Jack Wang,China,Texas,
"Jeremiah Cha Â©¨¹¦Â©â¨¹¦¬""La Jolla"," San Diego""",Texas,
Cyn-thia(-:,"Corpus Christi, TX",Texas,
angela,"Austin, TX",Texas,
"Â©¨¹¦Â©â¨¹¦ÇinoÂ©¨¹¦Â©â¨¹¦¬""Little Elm"," TX""",Texas,
Nathan VanPutten,"La Porte, TX",Texas,
earth bender,Italy,Texas,
Emely Marie Garcia,"Donna, TX",Texas,
Jay Prevo,"Golden Hill, San Diego",Texas,
Roberto Rivera,"Houston, TX",Texas,
"BBOY JOHND'¢Â©â¨¹¦Â©â¨¹¦¬""San Antonio"," TX""",Texas,
Jason Brynsvold,"Dallas, TX",Texas,
Carmen,"No Sleep, TX",Texas,
Matthew Kulkarni,"Houston, TX",Texas,
Ernest Edwards,"Desoto, TX",Texas,
"Ed'Â©¨¹¦Â©â¨¹¦Â©â¨¹¦Â©â¨¹¦Â©â¨¹¦Â©â¨¹¦¬""Paris"," TX""",Texas,
Trenton,"Austin, TX",Texas,
Daniel Muilenburg,San Diego,Texas,
Richard,"Houston, TX",Texas,
s[,"Irving, TX",Texas,
"bhris!""","Allen, TX",Texas,
Gary Reyes,"Dallas, TX",Texas,
brother nero,"San Antonio, TX",Texas,
Kristi Thornton,"Houston, TX",Texas,
April Rico,"Dallas, TX",Texas,
Kakarot,Earth,Texas,
luca,Italy,Texas,
JD,"Fort Worth, TX",Texas,
"Â©¨¹¦Â©â¨¹¦Â©â¨¹¦Â©â¨¹¦¬""Santa Rosa"," TX""",Texas,
Eric Villhauer,San Diego ,Texas,
Adanlevine44,"San Antonio, TX",Texas,
G,"Brownsville, TX",Texas,
Jarrod Smith,"Austin, TX",Texas,
iMadlock,DFW,Texas,
Emilio,"Laredo, TX",Texas,
Frankie,Earth,Texas,
"Truskii Â©¨¹¦Â©â¨¹¦Â©â¨¹¦Â©â¨¹¦¬""Bryan"," TX""",Texas,
Cathy Richardson,"Plano, TX",Texas,
Mattia G. Albanese,Roma,Texas,
Emilio Haro,San Diego,Texas,
Daylan Pena,"Corpus Christi, TX",Texas,
Gerardo Lopez,"Dickinson, TX",Texas,
Carrington Anokwuru,"Houston, TX",Texas,
"El PASO DRACO 500K !""","Brenham to El Paso, TX",Texas,
Trey ol,"Edinburg, TX",Texas,
Jen Dozzi,"San Antonio, TX",Texas,
Joshua Hogan,"Austin, TX",Texas,
Christian Miranda,"Houston, TX",Texas,
Alexander Lefler,"Houston, TX",Texas,
HennyandBluntz,"Litty,TX",Texas,
JESSICAMOORE,"Dallas, TX",Texas,
Jermiah Settler,"Diboll, TX",Texas,
L.A. Gonzalez,"Kingsville, TX",Texas,
Teresty,China,Texas,
AmyB,"Fort Stockton, TX",Texas,
Scott,"Houston, TX",Texas,
Angelo Rodriguez,"West Jordan, UT",Texas,
NaKimberly Edwards,"Clarksville, TX",Texas,
maliqueciarmataro,"Layton, UT",Texas,
¢Ãhaney,"Red Oak, TX",Texas,
"NadiaÂ©¨¹¦Â©â¨¹¦¬""El Paso"," TX""",Texas,
BANIEH LAW FIRM,"Houston, TX",Texas,
M Lee James,"Dallas, TX",Texas,
Lanece Maxey,"Texas City, TX",Texas,
"Princess Mariii Â©¨¹¦Â©â¨¹¦Â©â¨¹¦Â©â¨¹¦¬""Alpine"," TX""",Texas,
mando,"San Antonio, TX",Texas,
Regina Williams,"Beaumont, TX",Texas,
bigtime or bigmike,"Lindale, TX",Texas,
Five Hole This,"Houston, TX",Texas,
d'APowerFulQueend',"Austin, TX",Texas,
B_Rob 23,"Houston, TX",Texas,
Monique Cantu,"Houston, TX",Texas,
Karen Matusic,"Fort Worth, TX",Texas,
Nate21,"Mira Mesa, San Diego",Texas,
Can You Imagine...,Earth,Texas,
Siobhan H McDonnell,"Houston, TX",Texas,
Denise,"Mission, TX",Texas,
Matthew Salinas,"San Juan, TX",Texas,
Sylvester Stewart,"Dallas, TX",Texas,
Israel Robledo,"Midland, TX",Texas,
Kim,"Round Rock, TX",Texas,
Jamari,"Bluffdale, UT",Texas,
The One,"Austin, TX",Texas,
Jason,"Dallas, TX",Texas,
GOAT,"Fuck Em , TX",Texas,
"Sii Â©¨¹¦Â©â¨¹¦¬""Crockett"," TX""",Texas,
Alex Sanchez,"Austin, TX",Texas,
SebastianVillagomez,"Laredo, TX",Texas,
jayrengallardo,"Hondo, TX",Texas,
"GrandDaddy QÂ©¨¹¦Â©â¨¹¦¬""San Antonio"," TX""",Texas,
Jon,"Lindon, UT",Texas,
Brian Ramsey,"Noonday, TX",Texas,
Siang_tb,"Lewisville, TX",Texas,
Kendrick Hardy,"Texas City, TX",Texas,
Latoya Harrison,"Stafford, TX",Texas,
Kevin Garcia,"Houston, TX",Texas,
hunter of destiny,"The Woodlands, TX",Texas,
"daivooooÂ©¨¹¦Â©â¨¹¦Â©â¨¹¦Â©â¨¹¦Â©â¨¹¦Â©â¨¹¦Â©â¨¹¦Â©â¨¹¦¬""Houston"," TX""",Texas,
alexa padilla :),"San Antonio, TX",Texas,
Jm Dodson,"Borger, TX",Texas,
Oscar Li,"La Jolla, San Diego",Texas,
Romeus!,"Houston, TX",Texas,
"Tis The Season Â©¨¹¦Â©â¨¹¦Â©â¨¹¦Â©â¨¹¦¬""Missouri City"," TX""",Texas,
axel06,"Chappell Hill, TX",Texas,
Ã¼Ã¼vWW,China,Texas,
Jon Taylor,"Dallas, TX",Texas,
Joshua,"Provo, UT",Texas,
yana,"San Marcos, TX",Texas,
"Luke KyleÂ©¨¹¦Â©â¨¹¦¬""Paris"," TX""",Texas,
Sean  Benson,"san Antonio, TX",Texas,
Christian M. Morgan,"Bastrop, TX",Texas,
"sarah Â©¨¹¦Â©â¨¹¦Â©â¨¹¦Â©â¨¹¦¬""SA","TX""",Texas,
Aimee Shirey,"Houston, TX",Texas,
J. Crow,"Austin, TX",Texas,
"Joey4Truth Â©¨¹¦Â©â¨¹¦Â©â¨¹¦Â©â¨¹¦¬""Austin"," TX""",Texas,
Dawn Richard,"Beaumont, TX",Texas,
120192,Earth,Texas,
Jgarza,"San Antonio, TX",Texas,
Sneakers & Music,"Woerden, Nederland",Texas,
Russ Rothstein,"Dallas, TX ",Texas,
Robert Blechen,"Salt Lake City, UT",Texas,
lee jefferson,"Marshall, TX",Texas,
Alex Martinez,"El Paso, TX",Texas,
Charlie Ramsay,"Mineral Wells, TX",Texas,
Syd Tha Kid,"Borger, TX",Texas,
Miguel Cruz,"Lufkin, TX",Texas,
Dylan Mouton,"Spring, TX",Texas,
ultra instict shaggy,"Laredo, TX",Texas,
Nikki,"Mission, TX",Texas,
Andrew Gonzales,"Houston, TX",Texas,
"NicoleÂ©¨¹¦Â©â¨¹¦¬""San Antonio"," TX""",Texas,
Cozy chri$,"Houston, TX",Texas,
Daniel Ruiz,"Mansfield, TX",Texas,
"t r i sh Â©¨¹¦Â©â¨¹¦¬""San Antonio"," TX""",Texas,
Frank Guerrero,"San Antonio, TX",Texas,
@,"Orange, TX",Texas,
Panda YBARRA,"San Antonio, TX",Texas,
_Javier.3,"Houston, TX",Texas,
Jacob,"San Marcos, TX",Texas,
Nate G,Katy,Texas,
"HoodieKbÂ©¨¹¦Â©â¨¹¦Â©â¨¹¦Â©â¨¹¦¬""Bryan"," TX""",Texas,
CrazyPig,China,Texas,
Xan Man,"Galveston, TX",Texas,
Juan De Leon,"Kingsville, TX",Texas,
hmuhammad30,"Waxahachie, TX",Texas,
King_mat33,"San Antonio, TX",Texas,
Trill Sammy,"Houston, TX",Texas,
Matt,"Austin, TX",Texas,
"Amber Â©¨¹¦Â©â¨¹¦¬""San Antonio"," TX""",Texas,
jm,"Houston, TX",Texas,
Juan Carlos,San Angelo,Texas,
thirstypac,"San Antonio, TX",Texas,
Jakobe,Earth,Texas,
Marck Masicap,San Diego,Texas,
Rhiannon Quiroga,"Laredo, TX",Texas,
Rico King,"Houston, TX",Texas,
Julian,"San Antonio, TX",Texas,
"DiegoÂ©¨¹¦Â©â¨¹¦¬""Laredo"," TX""",Texas,
BBB,"Baytown, TX",Texas,
Drama,TX,Texas,
Author FE Ferguson,"Houston, TX",Texas,
"leandraÂ©¨¹¦Â©â¨¹¦¬""Tulia"," TX""",Texas,
