V1,V2,Lonzo Ball,
Leandro Junior,"Porto Alegre, Brazil",Brazil,
Garrett DeAngelo,"Elon, NC",America,
Dark Ghost,"Massachusetts, USA",America,
Â©¨¹¦Â©â¨¹ Kid,"Annapolis, MD",America,
Dmani Williams,"Massachusetts, USA",America,
"Â©¨¹¦Â©â¨¹¦Â©â¨¹¦Â©â¨¹
 B&",NY,America,
matt heil,"San Bernardino, CA",America,
Mike Van Goh,United States,America,
Professor Katz,"Linden, MI",America,
ronimooo,"Anchorage, AK",America,
Rufus The Red,"Michigan, USA",America,
"GetMoneyJdotÂ©¨¹¦Â©â¨¹¦¬""Illinois"," USA""",America,
Girish Mahajan,"Jalgaon, India",India,
Adam Kayne,"Los Angeles, CA",America,
2,"Chino Hills, CA",America,
"Metryes GeterÂ©¨¹¦Â©â¨¹¦¬""Newnan"," GA""",America,
-NÂ©V>yOl;NZQ-N,"Los Angeles, CA",America,
LullSta,United States,America,
Andyy,"Chicago, IL",America,
Dru Kotleba,"Long Beach, CA",America,
Michael Edwards,"Florida, USA",America,
Alexander,"Tampa, FL",America,
Robert Blechen,"Salt Lake City, UT",America,
Cesar Aguirre,"Phoenix, AZ",America,
"BalleroÂ©¨¹¦Â©â¨¹¦¬""Los Angeles"," CA""",America,
"Geraldo Mena Â©¨¹¦Â©â¨¹¦¬""Kissimmee"," FL""",America,
Ravi Megha,"Streetsboro, OH",America,
young gray,"Tucson, AZ",America,
collin skipper,"Mount Airy, MD",America,
lee jefferson,"Marshall, TX",America,
"LKÂ©¨¹¦Â©â¨¹¦Â©â¨¹¦Â©â¨¹¦Â©â¨¹¦Â©â¨¹¦¬""Woodbury"," MN""",America,
Torre Brevard,"Atlantic City, NJ",America,
Joseph Ramos,"Holyoke, MA",America,
Adan Figueroa,"Los Angeles, CA",America,
Shane,"New Jersey, USA",America,
Keondre Lockett,"Florida, USA",America,
Thomas Wiltz,america ,America,
Benson,"Diamond Bar, CA",America,
"ashley Â©¨¹¦Â©â¨¹¦¬""Washington"," USA""",America,
Emily Boy,Mexico,Mexico,
Jeremy Johnson,"Kalamazoo, MI",America,
joiash,"Panama City, FL",America,
Devith San,"Phoenix, AZ",America,
Shardul,Antarctica,Antarctica,
"jaydn Â©¨¹¦Â©â¨¹¦¬""Cheyenne"," WY""",America,
Jerome Pitt,"Palm Bay, FL",America,
Elizabeth Matthews,"Poquoson, VA",America,
Jose Ortiz,"Tucson, AZ",America,
iHOLLYWOODi,"HOLLYWOOD, CA",America,
Alex Martinez,"El Paso, TX",America,
Edward Kim,United States,America,
Jay Brooks,"Huntsville, AL",America,
Bobby Washington,"California, USA",America,
TheRealMilesB,"Montana, USA",America,
Adam Thiesen,"Seattle, WA",America,
Paul Feyen,"Nocatee, FL",America,
camryn,"Tennessee, USA",America,
aldrin buncasan,Philippines,Philippines,
Dale,"Kilkenny, Ireland",Ireland,
Patrick,"Las Vegas, NV",America,
Avian Gilbert,"Lincoln, NE",America,
Ronald G Itta,"Alaska, USA",America,
Eduardo del Castillo,"Cartagena, Colombia",Colombia,
23logan_h,"Lemoore, CA",America,
Jeremy McKinzie,"Texas, USA",America,
Stuart Fewel,"Portland, OR",America,
Jesse,"Indiana, USA",America,
Stephen Osborne,"Tennessee, USA",America,
Jorge E Cardenas,"New Oxford, PA",America,
Douglas Fairview,"Yuma, AZ",America,
eg,"Brookville, OH",America,
bretty,"Colorado, USA",America,
Charbe Bellama,Ottawa ,Canada,
HF WeddingCars,"Sydney, Australia",Australia,
a&e&Londone&a&,"Tempe, AZ",America,
brady robinson,"Kentucky, USA",America,
Gabriel bey,"Delaware, USA",America,
IT'S BROWN OR NEVER,"Moreno Valley, CA",America,
FJG,"Los Angeles, CA",America,
YoutubeBmF gang gang,"Baltimore, MD",America,
Micah Cleveland,"Minnesota, USA",America,
Joshua Mcneal Â©¨¹¦Â©â¨¹¦Ð+,"Bessemer, AL",America,
Adam D,"Raleigh, NC",America,
Rufus Chambers,"Los Angeles, CA",America,
maryann lopez,"Havana, IL",America,
Deanna Neeley,"Decatur, AL",America,
KEN#,Grenada,Grenada,
Charlie Ramsay,"Mineral Wells, TX",America,
Kalle Bjrklund,"Valencia, Spain",Spain,
Michele Embry Jones,Kentucky ,America,
JakeSmooth,"Lorain, OH",America,
Anthony Hernandez,"Peoria,AZ",America,
Curtis Ratley,"Dundalk, MD",America,
Xavierscott,"Sherwood, AR",America,
Brianna Campbell,"Corona, CA",America,
Cande anaya,"Portland, OR",America,
Kevin O'Sullivan,"Maine, USA",America,
Jaquavious Lattimore,"Georgia, USA",America,
sol  a   mc mally,United States,America,
caleb,"Greensborough, Melbourne",Australia,
Tim . D,"YANKTON,SD",America,
victoria,"Los Angeles, CA",America,
Nicko,"Compton, CA",America,
Easy Taught You,"Queens, NY",America,
lt1_pepe,"Sacramento, CA",America,
ShavaMX Box,United States,America,
jennifer alexis,United States,America,
Brandon Ellsworth,"Alberta, Canada",Canada,
Jophan S. Letterman,"Montana City, Montana",America,
Ronald Betts,"Los Angeles, CA",America,
Facxt,"Atlanta, GA",America,
Daniel,"Los Angeles, CA",America,
Rudy Cossyleon (#JuniorTapia),"California, USA",America,
Jared Sherry,"Columbus, OH",America,
Marcus Owens,"Wisconsin, USA",America,
Suns Prophet,"Phoenix, AZ",America,
jesus,"Compton, CA",America,
Cynthia Gutierre,"Anaheim, CA",America,
Dylan James Coots,"Shelton, WA",America,
"arv Â©¨¹¦Â©â¨¹¦Â©â¨¹¦Â©â¨¹
 Â©¨¹¦Â©â¨¹¦¢,London,United Kingdom
Christian,St Petersburg"," FL""",America,
"DannyÂ©¨¹¦Â©â¨¹¦¬""Orosi"," CA""",America,
"Small city, BIGO","Waltham, MA",America,
Marcos,"Anaheim, CA",America,
Cory Pettway,"Neptune, NJ",America,
Reilly Nickel,"Roseburg, OR",America,
Syd Tha Kid,"Borger, TX",America,
Miguel Cruz,"Lufkin, TX",America,
Darius Hampton,"Illinois, USA",America,
Roberts#6,Latvia,Latvia,
ANTHONY ALLEN,"Bridgeport, OH",America,
Carlos Renteria,"California, USA",America,
Cesar,"Santa Clarita, CA",America,
Steven,"Los ngeles, CA",America,
Robert Lopez,"Inglewood, CA",America,
"Lil Thug Â©¨¹¦Â©â¨¹¦Â©â¨¹¦Â©â¨¹¦¬""Horse Cave"," KY""",America,
thoughts by clarissa,"Cheney, WA",America,
owen camerino,"Rolling Hills Estates, CA",America,
"Â©¨¹¦Â©â¨¹¦Íerry KadeÂ©¨¹¦Â©â¨¹¦¬""Minnesota"," USA""",America,
Trae Roberts,"Thomson, GA",America,
You,"Corvallis, OR",America,
Haylee Monroe,Florida,America,
Chris Barry,"Dana Point, CA",America,
TriPhoenixEnt,"Beverly Hills, CA",America,
Bryson Davis,"Fort Branch, IN",America,
Budget Boy Wonder,"Gilbert, AZ",America,
Donnie Lawhead,"Alaska, USA",America,
Christian Zamudio,"Los Angeles, CA",America,
Rafael J. Chacn M.,"Barquisimeto, Venezuela",Venezuela,
Santiago Perez,"Jurupa Valley, CA",America,
"Jordyn Casey KublyÂ©¨¹¦Â©â¨¹¦¬""Milwaukee"," WI""",America,
"Brendyn Â©¨¹¦Â©â¨¹¦¬""North Smithfield"," RI""",America,
david,"Phoenix, AZ",America,
Avery,"Massachusetts, USA",America,
Jack Bennett,"Reno, NV",America,
Jaedin,"Denver, CO",America,
ill,"Asia, Peru",Peru,
Kamaloon,"Green Bay, WI",America,
Peyton Gomez,"Phoenix, AZ",America,
MiLLioN,Phoenix,America,
"Â©¨¹¦Â©â¨¹¦Â©â¨¹¦Â©â¨¹¦Â©â¨¹¦Â©â¨¹¦Â©â¨¹¦Â©â¨¹¦Â©â¨¹¦Â©â¨¹¦Â©â¨¹¦Â©â¨¹¦Â©â¨¹¦Â©â¨¹¦Â©â¨¹¦Â©â¨¹ Â©¨¹¦Â©â¨¹¦Â©â¨¹¦Â©â¨¹¦Â©â¨¹¦Â©â¨¹¦Â©â¨¹¦Â©â¨¹¦Â©â¨¹¦Â©â¨¹¦Â©â¨¹¦Â©â¨¹¦¬""Irvine"," CA""",America,
Marjorie Kidd,"Anaheim, CA",America,
geno_nono,"Temescal Valley, CA",America,
Ibzan,"Mississippi, USA",America,
WILDROC,United States,America,
Cole Van Holland,"South Dakota, USA",America,
Spencer Tay,"Scottsdale, AZ",America,
Gerrit Smith,"Bloemfontein, South Africa",South Africa,
Jonah,"Sebastopol, CA",America,
Edwin,"California, USA",America,
Likobud,"Alaska, USA",America,
Dylan Mouton,"Spring, TX",America,
Daniel Ballenger,"Jeffersontown, KY",America,
Julio Manzo,"North Highlands, CA",America,
ultra instict shaggy,"Laredo, TX",America,
Nikki,"Mission, TX",America,
"Daniel Â©¨¹¦Â©â¨¹¦¬""Chicago"," IL""",America,
rudydraxler (16-2Â©¨¹¦Â©â¨¹¦©,"Chicago, IL",America,
Sturg',"West Frankfort, IL",America,
Gerrie Walters,"Memphis, TN",America,
MALIK,"Chicago, IL",America,
Chad Hinchee,"California, USA",America,
"CrisÂ©¨¹¦Â©â¨¹¦¬""Cincinnati"," OH""",America,
Agustina Navarro,"California, USA",America,
Devin Vogel,"La Crosse, WI",America,
Meagan Peterson,"Langhorne, PA",America,
Jake Perez,"Roselle, IL",America,
Mollie,"Grand Forks, ND",America,
Andrew Gonzales,"Houston, TX",America,
Carlos Miramontes,"Fullerton, CA",America,
"ChristopherÂ©¨¹¦Â©â¨¹¦¬""Cambridge"," MA""",America,
isaiahp_motivation,"Naples, FL",America,
maurice monroe,"Richmond, VA",America,
kameron davis,"Boaz, AL",America,
"NicoleÂ©¨¹¦Â©â¨¹¦¬""San Antonio"," TX""",America,
Blaize Scott,"California, USA",America,
Dylan Graves,"Cottage Grove, OR",America,
Big Pump,"Bethalto, IL",America,
gamingwithquell01,"South Carolina, USA",America,
Sam voege,"Greenlawn, NY",America,
Briana Hernandez,"Carson, CA",America,
Lozell Sheppherd,"California, USA",America,
xxj$phxrmrxx,"San Bernardino, CA",America,
country blumpkin,United States,America,
IA Â©¨¹¦Â©â¨¹¦Â©â¨¹¦Â©â¨¹¦¬Australia,Australia,,
Jenny Willaert,"Inver Grove Heights, MN",America,
Adaham,"Paramount, CA",America,
WazGood (8-2),"Gilroy, CA",America,
tan xinbo,"Texas, USA",America,
Cozy chri$,"Houston, TX",America,
"Caden Sakey!""","Alabama, USA",America,
Davon Bruce,"Missouri, USA",America,
,"North Carolina, USA",America,
"carterÂ©¨¹¦Â©â¨¹¦Â©â¨¹¦Â©â¨¹¦¬""Oklahoma City"," OK""",America,
Brad Flower,New Zealand,New Zealand,
Eric Toddwilliams,"Fontana, CA",America,
wcm,United States,America,
Nathan Hocking,Australia,Australia,
jose,"Pomona, CA",America,
Julian Oliver,"Erskineville, Sydney",Australia,
Pedro Cruz,"Chicago, IL",America,
T_TYooo,"Arizona, USA",America,
Jake Calderon,"Pennsylvania, USA",America,
J-Daddy,Jersey ,America,
Brian,"California, USA",America,
Alex Bylsma,"Long Beach, CA",America,
Xavier Landers,"New Jersey, USA",America,
Matt Grimes,"Ripley, OK",America,
DRaisor,"Corydon, IN",America,
"FightÂ©¨¹¦Â©â¨¹¦Â©â¨¹¦Â©â¨¹¦¬""New York"," USA""",America,
Cristina Alvizo,"Santa Ana, CA",America,
Brandon wu,Aruba,Aruba,
Biel1Bc,"Sao Paulo, Brazil",Brazil,
Prodigypudding,"Perris, CA",America,
!0!! 3!0! UT,"North Carolina, USA",America,
David Fritz,"New York, USA",America,
salvador,"San Diego, CA",America,
B.,"Texas, USA",America,
Luckycharmz,United States,America,
Mendez114,Dominican Republic,Dominican Republic,
Sam Peters,"Victoria, Australia",Australia,
Dylan Trova,"Massachusetts, USA",America,
Troey Sitzes,"St Peters, MO",America,
dew rhodes,LA,America,
adrian gordon,Canada,Canada,
Brandon,"California, USA",America,
Makayla Plummer,"Dover, DE",America,
thefamousbrat,"Long Beach, CA",America,
Sam McKenney,United States,America,
Ignacio.,"Miami, FL",America,
Braden,"Cleveland, OH",America,
j,"Auckland City, New Zealand",New Zealand,
NoLimitNyyÂ©¨¹¦Â©â¨¹¦Â©â¨¹¦Â©â¨¹¦¬United States,America,,
OrlandoU',"Portland, IN",America,
Jim Gooding,"Deptford, NJ",America,
Spicoli,"Los Angeles, CA",America,
Mr. Sauthon,"Rio de Janeiro, Brazil",Brazil,
Chip Dudley,"Charlottesville, VA",America,
Jesse Motiff,"Madison, WI",America,
Mia Roberson,"Bay City, MI",America,
Vanessa Sanchez,United States,America,
Jay Estupinan,"Bossier City, LA",America,
Luis Machado,"Lakewood, CA",America,
Eric Taylor,"Buffalo, NY",America,
Daniel Ruiz,"Mansfield, TX",America,
Rolando,"Yakima, WA",America,
' love jesus,"Chicago, IL",America,
GEE_90.1FM  DOUBLEGSHOW ,"Philadelphia, PA",America,
burtparish93,"Toledo, OH",America,
TJ Mills,"Barbourville, KY",America,
Jesus Ledezma,"Texas, USA",America,
Jordan Thorn,"Dunedin City, New Zealand",New Zealand,
Aaron Boyer,"New Castle, IN",America,
Alvaro Sevilla,"California, USA",America,
malik,"Jacksonville Beach, FL",America,
SlumpSzn,"Georgia, USA",America,
"RonÂ©¨¹¦Â©â¨¹¦¬""Moore"," OK""",America,
WhosApolloFTW,"Santa Ana, CA",America,
Omar Bati,"St Cloud, MN",America,
"Mina Â©¨¹¦Â©â¨¹¦¬""New Britain"," CT""",America,
GeosAmadeusPichardoR,"Long Beach, CA",America,
Kingslayer,"North Carolina, USA",America,
Marissa Scanio,Missouri,America,
Tanner Scronce,"Paris, TN",America,
Oliver C-L,"Wellington, New Zealand",New Zealand,
Fernando,"Tempe, AZ",America,
Tara O'Leary,Ireland,Ireland,
Sierra Honaker,"West Virginia, USA",America,
Kenny Love,"Nashville, TN",America,
Mario,"Tucson, AZ",America,
Jared Li,"Columbus, OH",America,
Trevon,"Denver, CO",America,
Sergey Ternov,"Los Angeles, CA",America,
Fernando Saldana ,"Bakersfield, CA",America,
Kayla DeniseÂ©¨¹¦Â©â¨¹¦Ä',"Montgomery, AL",America,
Andrew,"Colorado, USA",America,
Kevin White,"Maine, USA",America,
MESSA MONTANA,"Houston, Texas ",America,
Casper,"Santa Maria, CA",America,
Tyriq,"Moreno Valley, CA",America,
Lithemba Wamarhumsha,"Port Elizabeth, South Africa",South Africa,
Haze,"West Chester, PA",America,
AJ Dragon,"Hudson Falls, NY",America,
Rick Jordan III,"Camp Hill, PA",America,
Ryan Harrison Sr.,"Sacramento, CA",America,
Ahmedokiyaale,"Accra, Ghana",Ghana,
peter wehle,"Arizona, USA",America,
Jade Alexa,"Providence, RI",America,
Carlton Shen,"Ultimo, Sydney",Australia,
J.D. Tree Service,"Columbus, OH",America,
Ronald Rojas,"Hialeah, FL",America,
Eddie Barlow,"Wyoming, USA",America,
Dabeleda spammmmm,"California, USA",America,
DarianG21,"Sterling, VA",America,
Brandon Waloff,"Oakland, CA",America,
thirty_one_savage,"Rancho Cucamonga, CA",America,
"Ja Mon GracinÂ©¨¹¦Â©â¨¹¦Â©â¨¹¦Â©â¨¹
 B&","Florida, USA",America,
Han [&,"Gujarat, India",India,
Lino Gilbert Cajigal,"Illinois, USA",America,
Chase Messer,"Gorham, ME",America,
Liana Alston,"California, USA",America,
Nosebleed Section,"Cleveland, OH",America,
"t r i sh Â©¨¹¦Â©â¨¹¦¬""San Antonio"," TX""",America,
Elizabeth Galla,Santo Domingo,Dominican Republic,
Jason Matossian,"Los Angeles, CA",America,
Jack Burns,"Wilmington, DE",America,
Jake Bednar,"Canfield, OH",America,
Jacob Lewis,"Georgia, USA",America,
S-Watts,"New Jersey, USA",America,
Leart Grbeshi,"San Jose, CA",America,
Rick Green,"DeKalb, IL",America,
Laurent Rivard,"Philadelphia, PA",America,
Alhussein Turay,"Fresno, California",America,
Jack Corfield-Jones,"England, United Kingdom",United Kingdom,
Seth Billiau,"Grand Rapids, MI",America,
Jay Enrera,Philippines,Philippines,
Damian Garcia,Oregon,America,
"dinkaÂ©¨¹¦Â©â¨¹¦¬""Paterson"," NJ""",America,
Curtis Harvey Core Field Solutions Engineer PCM,"Buena Park, CA",America,
luke harper,"Mississippi, USA",America,
Frank Guerrero,"San Antonio, TX",America,
Gary Valenzuela,"Yucca Valley, CA",America,
Caleb T,"Minnesota, USA",America,
Aaron Webb,"Wilmington Manor, DE",America,
Nate Pepper,"Alabama, USA",America,
a new chapter everyday !,"Atlanta, GA",America,
Mario Perry,"Chicago, IL",America,
Sleyman zbek,Istanbul,Turkey,
Jacquelin,"Indiana, USA",America,
"DonovanÂ©¨¹¦Â©â¨¹¦¬""La Grande"," Oregon""",America,
Katleho Dwaume,"Bronx,NY",America,
Tuvshinbat,"Stockholm, Sweden",Sweden,
Qian,"Irvine, CA",America,
Â©¨¹¦Â©â¨¹ on the Gob,"New York, NY",America,
lina(',"Lordsburg, NM",America,
@,"Orange, TX",America,
chompiras,"East Los Angeles, CA",America,
A Generic,"San Diego, CA",America,
Vladymont,Dominican Republic,Dominican Republic,
Taylor DiLisi,"Philadelphia, PA",America,
Kahlil,"Mount Laurel, NJ",America,
Brian Kevin,"Manila, Philippines",Philippines,
Tiffany Gaines,Texas,America,
MAGA,"Pittsburgh, PA",America,
"Frank_MindSetÂ©¨¹¦Â©â¨¹¦¬""Massachusetts"," USA""",America,
Evelyn,United States,America,
Sheebz3254,"Pittsburgh, PA",America,
shirlye,"California, USA",America,
Panda YBARRA,"San Antonio, TX",America,
Brandon Storms,"New York, USA",America,
Goddess,"Carol Stream, IL",America,
Collin Sheehan,"Sturgis, MI",America,
_Javier.3,"Houston, TX",America,
Jacob,"San Marcos, TX",America,
Troy DiLemme,"Medford, NJ",America,
Casey Williams,"California, USA",America,
Gilbert Guerra,"Rialto, CA",America,
Ben Peet,"England, United Kingdom",United Kingdom,
Son of David,"Orlando, FL",America,
"Â©¨¹¦Â©â¨¹¦Óniper Â©¨¹¦Â©â¨¹¦¬""Orosi"," CA""",America,
Mike Alvarez,"Los Angeles, CA",America,
Redskins Bartender,"Woburn, MA",America,
"HoodieKbÂ©¨¹¦Â©â¨¹¦Â©â¨¹¦Â©â¨¹¦¬""Bryan"," TX""",America,
CrazyPig,China,China,
"Â©¨¹¦Â©â¨¹ Cole Cooper Â©¨¹¦Â©â¨¹¦¬""Centerville"," Iowa""",America,
yeaboyfabian_.98,United States,America,
Mythzz,United States,America,
Prodigy,"Irvington, NJ",America,
Mari Bennett,"Georgia, USA",America,
Xan Man,"Galveston, TX",America,
yuliana,United States,America,
Keith Kowanick,"Raleigh, NC",America,
dwayne pooder smith,AZ,America,
jay live,"Newburgh, NY",America,
Jayden Remz,"North Dakota, USA",America,
vanessa moreno,"Anaheim, CA",America,
Respect xLogicÂ©¨¹¦Â©â¨¹¦¬United States,America,,
James,United Kingdom,United Kingdom,
Angie,"Santa Rosa, CA",America,
we_got_the_#GREENS_H6,"Compton, CA",America,
Nate,"Chicago, IL",America,
"MikeyÂ©¨¹¦Â©â¨¹¦¬""Richmond"," CA""",America,
Parker,"North Dakota, USA",America,
DJ,"Wisconsin, USA",America,
Tonio D Hurd,"Muncie, IN",America,
Kewinn Nwm,Poland,Poland,
lika bby,"Norfolk, VA",America,
Shannon Kennedy-Dee,"melbourne, Australia",Australia,
Tayken,"Midland, MI",America,
Juan De Leon,"Kingsville, TX",America,
Kadin Travis,"Ohio, USA",America,
Sherlymar Coln,"Wisconsin, USA",America,
Doug baltazar,"Tacoma, WA",America,
lex =0¢échl,"Vermont, USA",America,
Chim Olisemeka,"Philadelphia,PA",America,
edwardclipperhands,"Oakland, CA",America,
Lil wacky,"North Region, Singapore",Singapore,
IG: Rozayyyyyy____,"Chicago, IL  Miami,FL",America,
hmuhammad30,"Waxahachie, TX",America,
"TrippleatownÂ©¨¹¦Â©â¨¹¦¬""New York"," USA""",America,
Gabriel Edward,"Maunawili, HI",America,
"Â©¨¹¦Â©â¨¹¦Â©â¨¹¦Â©â¨¹¦Â©â¨¹¦Â©â¨¹¦Â©â¨¹¦Â©â¨¹¦Â©â¨¹¦Â©â¨¹¦Â©â¨¹¦Â©â¨¹¦Â©â¨¹¦Â©â¨¹¦¬""California"," USA""",America,
David Gonsalves,"Florida, USA",America,
Alaska Juneau,"Orlando, FL",America,
Jeff W,Oregon,America,
Scott,United States,America,
Ryan Auchmoody,"Highland, NY",America,
Will Petersen,"Huntley, IL",America,
Tristan Forsyth,Australia,Australia,
Did Lonzo Suck?,"Los Angeles, CA",America,
Marco Morcos,"NY,NY",America,
HoopHoodman25,"Oklahoma, USA",America,
Chris Polino,"Virginia, USA",America,
"Darius Lamont Â©¨¹¦Â©â¨¹¦¬""Indiana"," USA""",America,
Anthony Aaron,"Omaha, NE",America,
haven haywood,"Texas, USA",America,
Roland Lee Slade III,"Columbus, OH",America,
Chris Lee,"Highland Park, IL",America,
Jovany,"Cleveland, TN",America,
Chris O'Brien,"Philadelphia, PA",America,
miles,"Mount Pleasant, MI",America,
@Razi Nnsraldeen30,Israel,Israel,
William Beede,"Eugene, OR",America,
GMurph,"Tulsa, Oklahoma",America,
Cedrick Grayson Jr.,"Texas, USA",America,
Jason Harvey,"Cincinnati, OH ",America,
John Curtis,"Medina, OH",America,
Grace Lee,"Atlanta, GA",America,
Angel,"Marana, AZ",America,
Damien Pickens,"Alton, Illinois",America,
Ezell Gordon Jr,Florida,America,
King_mat33,"San Antonio, TX",America,
TAY,"Texas, USA",America,
Flashwet&,"Homestead, FL",America,
Joe Gorman,"Gloucester City, NJ",America,
Raychelle Muhammad,"Texas, USA",America,
lil.dave,"Palmyra, NJ",America,
Clifton M. Pettyjohn,"Dover, DE",America,
ourknightstour,"Cincinnati, OH",America,
Ashton Gray,"Florissant, MO",America,
Mike Johnson,Toronto,Canada,
KOKO MABIDE,"Las Vegas, NV",America,
Rou Â©¨¹¦Â©â¨¹¦Â©â¨¹¦Â©â¨¹¦¬Puerto Rico,Puerto Rico,,
Braylon,"West Virginia, USA",America,
Jean Aquino,"Doral, FL",America,
ruzan,"Miami, FL",America,
revengekiller683 PSN,"Phoenix, AZ",America,
Jack,"Monroe, MI",America,
kacey beatrice,"Philadelphia, PA",America,
Sadie Formatoæº¢Â©â¨¹¦Â©â¨¹¦ç,"Pennsylvania, USA",America,
plozv,"Columbus, OH",America,
"Robert Jenkins, Jr.","Augusta, GA",America,
Tony Prada,"Oakland, CA",America,
"LocosÂ©¨¹¦Â©â¨¹¦¬""Brooklyn"," NY""",America,
Scott Edgar,"Kennesaw, GA",America,
ty_brook,"Missouri, USA",America,
Brooklyn Spy,"Brooklyn, NY",America,
Samihah Moon,"Manhattan, NY",America,
Ziggy(',"New Orleans, LA",America,
Jake Adcock,"North Carolina, USA",America,
mirracle (',"Birmingham, AL",America,
Austin Eckart,"Decatur, IL",America,
Brianna Herrera,"Anaheim, CA",America,
Josh Good,"Temperance, MI",America,
Nii,"Greater Accra, Ghana",Ghana,
Ryota Oga,"Kanagawa-ken, Japan",Japan,
Tyler Kopp,"Kingsford, MI",America,
Trill Sammy,"Houston, TX",America,
Migue,"New Rochelle, NY",America,
Rylie Darling,"Kansas, USA",America,
Matt,"Austin, TX",America,
Kimlud.com,"Paris, France",France,
"Â©¨¹¦Â©â¨¹ G`,Ã¼¨¹Â©¨¹¦Â©â¨¹¦¢,Howey-in-the-Hills"," FL""",America,
Gary Chahil,"Clovis, CA",America,
Shawn,"New Jersey, USA",America,
D Clark,"Gallipolis, OH",America,
Arielle,"Florida, USA",America,
Skarpanto,"Rodos, Greece",Greece,
overdresss,"Charlotte, NC",America,
Joseph,"Macedonia, OH",America,
"Amber Â©¨¹¦Â©â¨¹¦¬""San Antonio"," TX""",America,
Nicholas Brick,"Midland, MI",America,
Young Jin Kim,Indonesia,Indonesia,
Giannis,London,United Kingdom,
Dante Cummings,"Eustis, FL",America,
"nah Â©¨¹¦Â©â¨¹¦Â©â¨¹¦Â©â¨¹¦¬""Ohio"," USA""",America,
Daniel Lynch,"Pittsburgh, PA",America,
KingHardin,"Springfield, TN",America,
Jacinda Rassa,"Fort Walton Beach, FL",America,
Colin Harvey,"Chicago, IL",America,
SavageMode,United States,America,
Afama_Tututuee,"Tema, Ghana",Ghana,
If We cant go to Bella Noches...,"Birmingham, AL",America,
"Wan For Congress Â©¨¹¦Â©â¨¹¦¬""Binghamton"," NY""",America,
~&Valeria&~,"West Fargo, ND",America,
Gus Ellis,"San Francisco, CA",America,
VXCTXR,"Rio de Janeiro, Brazil",Brazil,
Jake Rupsic,"Cleveland, OH",America,
Brenden David Fisch,"Remsen,Iowa",America,
jm,"Houston, TX",America,
"Â©¨¹¦Â©â¨¹¦Â©â¨¹¦Â©â¨¹¦¬""Syracuse"," NY""",America,
vincent,"Oxnard, CA",America,
Morgan Boyatt,"Huntsville, Tennessee ",America,
jay dubb,"New Jersey, USA",America,
We Got Game 2,"Sports Nation, Texas",America,
Louis Verduzco,"San Mateo, CA",America,
EasyMackin,"West Bend, WI",America,
Donna Whitman,"Maryland, USA",America,
Danny Verplank,"Pittsburgh, PA",America,
(9-7) Goatstaps Porzingod,"Miami Beach, FL",America,
Bazark Killa,"Missouri, USA",America,
Design House,United States,America,
Robert Lee Schempp,"Michigan, USA",America,
ElvisCule,Greece,Greece,
thirstypac,"San Antonio, TX",America,
Tj Barnes,United States,America,
Hondo65,Minnesota,America,
Shadon Shannon,"Lincoln, NE",America,
DeVon,"Chico, CA",America,
Deborah Marez,"Los Angeles, CA",America,
Mike Lucci,"New York, NY",America,
CEO @WildMxneyEmpire,"Piscataway, NJ",America,
Sharp,"Los Angeles, CA",America,
Eric mutuma,"Nairobi, Kenya",Kenya,
OQ,"Taoyuan County, Taiwan",Taiwan,
Jsun Zimmerman-Bey,"Greensboro, NC",America,
Stef Windsor,"Virginia, USA",America,
Shawn,"Pittsburgh, PA",America,
Angelina Castro,"Maine, USA",America,
Fish (Breezy Wipes),"GD,CN",China,
anthony aikhuele,"Atlanta, GA",America,
"LisaÂ©¨¹¦Â©â¨¹¦¬""Jax", Florida," USA""",America
ivbidden,"Carol City, FL",America,
The Over/Under,United States,America,
Lynne Minter,PA,America,
Rhiannon Quiroga,"Laredo, TX",America,
yzzerb (',"California, USA",America,
Abdul Hakeem Potts,"California, USA",America,
josue,"California, USA",America,
Yao Wu,"San Francisco, CA",America,
Avery,"Carlsbad, NM",America,
Mikayla Deming,"Bellingham, WA",America,
Ivn Jimenez,"Watsonville,California",America,
Brian Gutierrez,Philippines,Philippines,
Matthew C. Berry,"Pennsylvania, USA",America,
Tracy,Hawaii,America,
Rico King,"Houston, TX",America,
Evan M.,United States,America,
Justin Raisanen,"Auburn, AL",America,
Sils,"Los Angeles, CA",America,
Breaddy,"Texas, USA",America,
Weikiat_washere,Singapore,Singapore,
Quary,"Kalamazoo, MI",America,
Meekz #MEEKZFAM,Australia,Australia,
Richie Farley (4-6),"San Diego, California",America,
JTorres562,"Downey, CA",America,
Natedogg,"Avondale, AZ",America,
Julian,"San Antonio, TX",America,
Sydney Gonzales,"San Tan Valley, AZ",America,
Sesh,Australia,Australia,
"BrincessÂ©¨¹¦Â©â¨¹¦Â©â¨¹¦Â©â¨¹¦¬""New Jersey"," USA""",America,
Slime,"New Jersey, USA",America,
Matt Ward,"Tennessee, USA",America,
Jared.,"West Covina, California",America,
Mikey,"Erie, PA",America,
"DiegoÂ©¨¹¦Â©â¨¹¦¬""Laredo"," TX""",America,
Luke C Joles,"Alabama, USA",America,
tay.,"Pismo Beach, California",America,
Damien,"Arizona, USA",America,
BBB,"Baytown, TX",America,
Rickey Owen,United States,America,
Javier,"Madrid, Spain",Spain,
Jeremiah Jason,"Metairie, LA",America,
Keatan,Oregon,America,
Jawed Ameeri,"California, USA",America,
